case_id,sample_id,image_file,source_bucket,query_type,language,expected_chart_family,query,human_visible_chart_family,human_chart_family_acceptable,human_labels_readable,human_relevant_fields_visible,human_transform_preserved,human_overall_acceptable,human_primary_error,human_confidence,human_notes,difficulty_band,yes_count,no_count,unclear_count,gpt4o_overall,qwen3_overall,qwen25_overall,minicpm_overall,granite_overall,llava_overall
calib_144,vinl2vis_25161,calib_144__vinl2vis_25161.png,deterministic_failure,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net bilateral aid flows from dac donors, germany (current us$) mẫu 20.",,,,,,,,,,boundary,3,2,1,no,no,yes,yes,yes,unclear
calib_145,vinl2vis_25322,calib_145__vinl2vis_25322.png,deterministic_failure,explicit,vi,bar,"So sánh chỉ số net bilateral aid flows from dac donors, france (current us$) ở các quốc gia, biến thể 21.",,,,,,,,,,easy_positive,5,0,1,yes,yes,yes,yes,yes,unclear
calib_146,vinl2vis_00435,calib_146__vinl2vis_00435.png,deterministic_failure,explicit,en,point,Create a point chart for asean gdp current usd by year.,,,,,,,,,,easy_positive,5,1,0,yes,yes,yes,yes,yes,no
calib_147,vinl2vis_04125,calib_147__vinl2vis_04125.png,deterministic_failure,explicit,en,bubble_chart,"Create a bubble chart using Tỷ lệ nhập học tiểu học, Tỷ lệ nhập học trung học, and Tỷ lệ nhập học đại học.",,,,,,,,,,boundary,3,2,1,no,no,yes,yes,yes,unclear
calib_148,vinl2vis_05363,calib_148__vinl2vis_05363.png,deterministic_failure,explicit,en,line,"Show crop production index (2014-2016 = 100) for ASEAN countries, variant 22.",,,,,,,,,,easy_positive,5,1,0,yes,yes,yes,yes,yes,no
calib_149,vinl2vis_24401,calib_149__vinl2vis_24401.png,deterministic_failure,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số portfolio equity, net inflows (bop, current us$) mẫu 20.",,,,,,,,,,easy_positive,5,0,1,yes,yes,yes,yes,yes,unclear
calib_150,vinl2vis_24161,calib_150__vinl2vis_24161.png,deterministic_failure,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số charges for the use of intellectual property, receipts (bop, current us$) mẫu 20.",,,,,,,,,,easy_positive,5,1,0,yes,yes,yes,yes,yes,no
calib_151,vinl2vis_05793,calib_151__vinl2vis_05793.png,deterministic_failure,explicit,en,line,"Show barro-lee: percentage of female population age 25-29 with no education for ASEAN countries, variant 12.",,,,,,,,,,easy_positive,5,0,1,yes,yes,yes,yes,yes,unclear
calib_152,vinl2vis_28550,calib_152__vinl2vis_28550.png,deterministic_failure,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",,,,,,,,,,easy_positive,5,1,0,yes,yes,yes,yes,yes,no
calib_163,vinl2vis_22875,calib_163__vinl2vis_22875__placeholder.png,deterministic_failure,unanswerable,vi,none,"Không có dữ liệu cấp huyện cho chỉ số goods imports (bop, current us$), biến thể 14.",,,,,,,,,,strong_disagreement,1,4,1,yes,no,no,no,unclear,no
calib_167,vinl2vis_31704,calib_167__vinl2vis_31704.png,deterministic_failure,underspecified,vi,bar,Xếp hạng các nước theo chỉ số nitrous oxide (n2o) emissions (total) excluding lulucf (% change from 1990).,,,,,,,,,,strong_disagreement,3,1,2,no,yes,yes,yes,unclear,unclear
calib_171,vinl2vis_22916,calib_171__vinl2vis_22916.png,deterministic_failure,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số service imports (bop, current us$) mẫu 15.",,,,,,,,,,boundary,4,1,1,yes,yes,yes,yes,unclear,no
calib_174,vinl2vis_22836,calib_174__vinl2vis_22836.png,weak_judge_only_flag,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số insurance and financial services (% of service imports, bop) mẫu 15.",,,,,,,,,,easy_positive,5,0,1,yes,yes,yes,yes,yes,unclear
calib_175,vinl2vis_05241,calib_175__vinl2vis_05241.png,weak_judge_only_flag,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số average precipitation in depth (mm per year) mẫu 20.,,,,,,,,,,boundary,3,2,1,no,no,yes,yes,yes,unclear
calib_176,vinl2vis_26510,calib_176__vinl2vis_26510.png,weak_judge_only_flag,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",,,,,,,,,,strong_disagreement,3,2,1,no,yes,unclear,yes,yes,no
calib_177,vinl2vis_05521,calib_177__vinl2vis_05521.png,weak_judge_only_flag,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số cereal yield (kg per hectare) mẫu 20.,,,,,,,,,,strong_disagreement,3,1,2,no,yes,yes,yes,unclear,unclear
calib_178,vinl2vis_29030,calib_178__vinl2vis_29030.png,weak_judge_only_flag,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",,,,,,,,,,easy_positive,5,1,0,yes,yes,yes,yes,yes,no
calib_179,vinl2vis_25361,calib_179__vinl2vis_25361.png,weak_judge_only_flag,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net bilateral aid flows from dac donors, united kingdom (current us$) mẫu 20.",,,,,,,,,,strong_disagreement,3,1,2,no,yes,yes,yes,unclear,unclear
calib_180,vinl2vis_23636,calib_180__vinl2vis_23636.png,weak_judge_only_flag,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số reserves and related items (bop, current us$) mẫu 15.",,,,,,,,,,easy_positive,5,0,1,yes,yes,yes,yes,yes,unclear
calib_181,vinl2vis_30824,calib_181__vinl2vis_30824.png,weak_judge_only_flag,underspecified,vi,bar,Xếp hạng các nước theo chỉ số carbon dioxide (co2) net fluxes from lulucf - forest land (mt co2e).,,,,,,,,,,easy_positive,5,0,1,yes,yes,yes,yes,yes,unclear
calib_182,vinl2vis_04882,calib_182__vinl2vis_04882.png,weak_judge_only_flag,explicit,vi,bar,"So sánh chỉ số agricultural land (% of land area) ở các quốc gia, biến thể 21.",,,,,,,,,,easy_positive,5,1,0,yes,yes,yes,yes,yes,no
calib_183,vinl2vis_26430,calib_183__vinl2vis_26430.png,weak_judge_only_flag,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",,,,,,,,,,easy_positive,5,1,0,yes,yes,yes,yes,yes,no
calib_184,vinl2vis_24361,calib_184__vinl2vis_24361.png,weak_judge_only_flag,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số foreign direct investment, net inflows (% of gdp) mẫu 20.",,,,,,,,,,easy_positive,5,1,0,yes,yes,yes,yes,yes,no
calib_185,vinl2vis_22921,calib_185__vinl2vis_22921.png,weak_judge_only_flag,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số service imports (bop, current us$) mẫu 20.",,,,,,,,,,boundary,4,1,1,yes,yes,yes,yes,unclear,no
calib_186,vinl2vis_24157,calib_186__vinl2vis_24157.png,weak_judge_only_flag,explicit,vi,bar,"So sánh chỉ số charges for the use of intellectual property, receipts (bop, current us$) ở các quốc gia, biến thể 16.",,,,,,,,,,strong_disagreement,4,1,1,no,yes,yes,yes,yes,unclear
calib_187,vinl2vis_23881,calib_187__vinl2vis_23881.png,weak_judge_only_flag,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số ict service exports (% of service exports, bop) mẫu 20.",,,,,,,,,,easy_positive,5,0,1,yes,yes,yes,yes,yes,unclear
calib_188,vinl2vis_23516,calib_188__vinl2vis_23516.png,weak_judge_only_flag,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net errors and omissions (bop, current us$) mẫu 15.",,,,,,,,,,easy_positive,5,0,1,yes,yes,yes,yes,yes,unclear
calib_189,vinl2vis_05362,calib_189__vinl2vis_05362.png,weak_judge_only_flag,explicit,vi,bar,"So sánh chỉ số crop production index (2014-2016 = 100) ở các quốc gia, biến thể 21.",,,,,,,,,,easy_positive,5,0,1,yes,yes,yes,yes,yes,unclear
calib_190,vinl2vis_23362,calib_190__vinl2vis_23362.png,weak_judge_only_flag,explicit,vi,bar,"So sánh chỉ số net financial account (bop, current us$) ở các quốc gia, biến thể 21.",,,,,,,,,,easy_positive,5,1,0,yes,yes,yes,yes,yes,no
calib_191,vinl2vis_25322,calib_191__vinl2vis_25322.png,weak_judge_only_flag,explicit,vi,bar,"So sánh chỉ số net bilateral aid flows from dac donors, france (current us$) ở các quốc gia, biến thể 21.",,,,,,,,,,easy_positive,5,0,1,yes,yes,yes,yes,yes,unclear
calib_195,vinl2vis_24637,calib_195__vinl2vis_24637.png,weak_judge_only_flag,explicit,vi,bar,"So sánh chỉ số market capitalization of listed domestic companies (current us$) ở các quốc gia, biến thể 16.",,,,,,,,,,strong_disagreement,4,2,0,no,yes,yes,yes,yes,no
calib_198,vinl2vis_25321,calib_198__vinl2vis_25321.png,weak_judge_only_flag,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net bilateral aid flows from dac donors, france (current us$) mẫu 20.",,,,,,,,,,boundary,3,2,1,no,no,yes,yes,yes,unclear
calib_200,vinl2vis_23602,calib_200__vinl2vis_23602.png,weak_judge_only_flag,explicit,vi,bar,"So sánh chỉ số portfolio investment, net (bop, current us$) ở các quốc gia, biến thể 21.",,,,,,,,,,strong_disagreement,4,2,0,no,yes,yes,yes,yes,no
calib_204,vinl2vis_25082,calib_204__vinl2vis_25082.png,weak_judge_only_flag,explicit,vi,bar,"So sánh chỉ số net bilateral aid flows from dac donors, switzerland (current us$) ở các quốc gia, biến thể 21.",,,,,,,,,,strong_disagreement,4,1,1,no,yes,yes,yes,yes,unclear
calib_214,vinl2vis_05236,calib_214__vinl2vis_05236.png,supplemental_vlm_consensus_accepted,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số average precipitation in depth (mm per year) mẫu 15.,,,,,,,,,,easy_positive,5,0,1,yes,yes,yes,yes,yes,unclear
calib_215,vinl2vis_23001,calib_215__vinl2vis_23001.png,supplemental_vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số imports of goods, services and primary income (bop, current us$) mẫu 20.",,,,,,,,,,boundary,4,1,1,yes,yes,yes,yes,unclear,no
calib_216,vinl2vis_26710,calib_216__vinl2vis_26710.png,supplemental_vlm_consensus_accepted,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",,,,,,,,,,easy_positive,5,1,0,yes,yes,yes,yes,yes,no
calib_217,vinl2vis_04796,calib_217__vinl2vis_04796.png,supplemental_vlm_consensus_accepted,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số fertilizer consumption (kilograms per hectare of arable land) mẫu 15.,,,,,,,,,,boundary,4,1,1,yes,yes,yes,yes,unclear,no
calib_218,vinl2vis_05122,calib_218__vinl2vis_05122.png,supplemental_vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số tree cover loss (hectares) ở các quốc gia, biến thể 21.",,,,,,,,,,easy_positive,5,0,1,yes,yes,yes,yes,yes,unclear
calib_219,vinl2vis_24317,calib_219__vinl2vis_24317.png,supplemental_vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số foreign direct investment, net inflows (bop, current us$) ở các quốc gia, biến thể 16.",,,,,,,,,,easy_positive,5,1,0,yes,yes,yes,yes,yes,no
calib_220,vinl2vis_23401,calib_220__vinl2vis_23401.png,supplemental_vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net primary income (bop, current us$) mẫu 20.",,,,,,,,,,easy_positive,5,0,1,yes,yes,yes,yes,yes,unclear
calib_221,vinl2vis_23196,calib_221__vinl2vis_23196.png,supplemental_vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số secondary income, other sectors, payments (bop, current us$) mẫu 15.",,,,,,,,,,boundary,4,1,1,yes,yes,yes,yes,unclear,no
calib_222,vinl2vis_22876,calib_222__vinl2vis_22876.png,supplemental_vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số goods imports (bop, current us$) mẫu 15.",,,,,,,,,,boundary,4,1,1,yes,yes,yes,yes,unclear,no
calib_223,vinl2vis_28631,calib_223__vinl2vis_28631.png,supplemental_vlm_consensus_accepted,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",,,,,,,,,,easy_positive,5,1,0,yes,yes,yes,yes,yes,no
calib_224,vinl2vis_23482,calib_224__vinl2vis_23482.png,supplemental_vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số net trade in goods (bop, current us$) ở các quốc gia, biến thể 21.",,,,,,,,,,easy_positive,5,1,0,yes,yes,yes,yes,yes,no
calib_225,vinl2vis_28111,calib_225__vinl2vis_28111.png,supplemental_vlm_consensus_accepted,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",,,,,,,,,,easy_positive,5,1,0,yes,yes,yes,yes,yes,no
calib_226,vinl2vis_24876,calib_226__vinl2vis_24876.png,supplemental_vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net bilateral aid flows from dac donors, australia (current us$) mẫu 15.",,,,,,,,,,boundary,4,0,2,yes,yes,yes,yes,unclear,unclear
calib_227,vinl2vis_30544,calib_227__vinl2vis_30544.png,supplemental_vlm_consensus_accepted,underspecified,vi,bar,Xếp hạng các nước theo chỉ số methane (ch4) emissions (total) excluding lulucf (% change from 1990).,,,,,,,,,,strong_disagreement,4,1,1,no,yes,yes,yes,yes,unclear
calib_232,vinl2vis_25196,calib_232__vinl2vis_25196.png,supplemental_vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net bilateral aid flows from dac donors, denmark (current us$) mẫu 15.",,,,,,,,,,strong_disagreement,4,1,1,no,yes,yes,yes,yes,unclear
calib_233,vinl2vis_25557,calib_233__vinl2vis_25557.png,supplemental_vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số net bilateral aid flows from dac donors, korea, rep. (current us$) ở các quốc gia, biến thể 16.",,,,,,,,,,strong_disagreement,4,1,1,no,yes,yes,yes,yes,unclear
calib_234,vinl2vis_22681,calib_234__vinl2vis_22681.png,supplemental_vlm_consensus_accepted,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số wage bill as a percentage of public expenditure mẫu 20.,,,,,,,,,,boundary,4,0,2,yes,yes,yes,yes,unclear,unclear
calib_236,vinl2vis_25642,calib_236__vinl2vis_25642.png,supplemental_vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số net bilateral aid flows from dac donors, netherlands (current us$) ở các quốc gia, biến thể 21.",,,,,,,,,,strong_disagreement,4,1,1,no,yes,yes,yes,yes,unclear
calib_239,vinl2vis_24996,calib_239__vinl2vis_24996.png,supplemental_vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net bilateral aid flows from dac donors, canada (current us$) mẫu 15.",,,,,,,,,,strong_disagreement,4,1,1,no,yes,yes,yes,yes,unclear
calib_240,vinl2vis_22636,calib_240__vinl2vis_22636.png,supplemental_vlm_consensus_accepted,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số wage bill as a percentage of gdp mẫu 15.,,,,,,,,,,boundary,4,1,1,yes,yes,yes,yes,unclear,no
