sample_id,source_bucket,source_artifact,dataset_id,query_type,language,expected_chart_family,query,image_path,existing_vlm_issue,existing_vlm_judgment,deterministic_evidence,human_visible_chart_family,human_chart_family_acceptable,human_labels_readable,human_relevant_fields_visible,human_transform_preserved,human_overall_acceptable,human_primary_error,human_confidence,human_notes
vinl2vis_25201,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_dc_dac_dnkl_cd_net_bilateral_aid_flows_from_dac_donors_denmark_current,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net bilateral aid flows from dac donors, denmark (current us$) mẫu 20.",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_25201.png,none,"{""acceptable"": true, ""visible_chart_family"": ""line"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,line,yes,yes,no,yes,no,missing_legend,5,
vinl2vis_33584,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_fi_res_totl_mo_total_reserves_in_months_of_imports,underspecified,vi,bar,Xếp hạng các nước theo chỉ số total reserves in months of imports.,/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_33584.png,none,"{""acceptable"": true, ""visible_chart_family"": ""bar"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,bar,yes,yes,no,yes,yes,none,4,
vinl2vis_05197,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_ag_lnd_frst_zs_forest_area_of_land_area,explicit,vi,bar,"So sánh chỉ số forest area (% of land area) ở các quốc gia, biến thể 16.",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_05197.png,none,"{""acceptable"": true, ""visible_chart_family"": ""bar"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,scatter,no,no,yes,yes,no,wrong_chart_type,4,
vinl2vis_23436,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_bn_gsr_gnfs_cd_net_trade_in_goods_and_services_bop_current_us,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net trade in goods and services (bop, current us$) mẫu 15.",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_23436.png,none,"{""acceptable"": true, ""visible_chart_family"": ""line"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,line,yes,yes,yes,yes,yes,none,4,
vinl2vis_25237,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_dc_dac_espl_cd_net_bilateral_aid_flows_from_dac_donors_spain_current_u,explicit,vi,bar,"So sánh chỉ số net bilateral aid flows from dac donors, spain (current us$) ở các quốc gia, biến thể 16.",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_25237.png,none,"{""acceptable"": true, ""visible_chart_family"": ""bar"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,bar,yes,yes,yes,yes,yes,none,4,
vinl2vis_29991,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_en_clc_heat_xd_heat_index_35,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_29991.png,none,"{""acceptable"": true, ""visible_chart_family"": ""bar"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,bar,yes,yes,yes,no,yes,none,5,
vinl2vis_22757,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_bm_gsr_fcty_cd_primary_income_payments_bop_current_us,explicit,vi,bar,"So sánh chỉ số primary income payments (bop, current us$) ở các quốc gia, biến thể 16.",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_22757.png,none,"{""acceptable"": true, ""visible_chart_family"": ""bar"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,bar,yes,no,no,yes,yes,none,4,
vinl2vis_23396,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_bn_gsr_fcty_cd_net_primary_income_bop_current_us,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net primary income (bop, current us$) mẫu 15.",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_23396.png,none,"{""acceptable"": true, ""visible_chart_family"": ""line"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,line,yes,yes,yes,yes,yes,none,4,
vinl2vis_28150,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_dt_tds_dppg_gn_zs_public_and_publicly_guaranteed_debt_service_of_gni,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_28150.png,none,"{""acceptable"": true, ""visible_chart_family"": ""line"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,scatter,no,no,yes,yes,yes,none,5,
vinl2vis_33544,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_fi_res_totl_dt_zs_total_reserves_of_total_external_debt,underspecified,vi,bar,Xếp hạng các nước theo chỉ số total reserves (% of total external debt).,/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_33544.png,none,"{""acceptable"": true, ""visible_chart_family"": ""bar"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,bar,yes,no,yes,yes,yes,none,4,
vinl2vis_28190,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_dt_tds_dppg_xp_zs_public_and_publicly_guaranteed_debt_service_of_expor,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_28190.png,none,"{""acceptable"": true, ""visible_chart_family"": ""line"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,line,yes,yes,yes,yes,yes,none,4,
vinl2vis_28710,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_eg_elc_accs_zs_access_to_electricity_of_population,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_28710.png,none,"{""acceptable"": true, ""visible_chart_family"": ""line"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,line,yes,yes,yes,yes,yes,none,4,
vinl2vis_04757,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_ag_con_fert_pt_zs_fertilizer_consumption_of_fertilizer_production,explicit,vi,bar,"So sánh chỉ số fertilizer consumption (% of fertilizer production) ở các quốc gia, biến thể 16.",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_04757.png,none,"{""acceptable"": true, ""visible_chart_family"": ""bar"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,bar,yes,yes,yes,yes,yes,none,4,
vinl2vis_27790,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_dt_oda_odat_mp_zs_net_oda_received_of_imports_of_goods_services_and_pr,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_27790.png,none,"{""acceptable"": true, ""visible_chart_family"": ""line"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,bar,no,yes,yes,no,yes,none,4,
vinl2vis_33024,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_er_h2o_intr_pc_renewable_internal_freshwater_resources_per_capita_cubi,underspecified,vi,bar,Xếp hạng các nước theo chỉ số renewable internal freshwater resources per capita (cubic meters).,/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_33024.png,none,"{""acceptable"": true, ""visible_chart_family"": ""bar"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,bar,yes,yes,yes,yes,yes,none,4,
vinl2vis_32944,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_er_h2o_fwtl_zs_annual_freshwater_withdrawals_total_of_internal_resourc,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số annual freshwater withdrawals, total (% of internal resources).",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_32944.png,none,"{""acceptable"": true, ""visible_chart_family"": ""bar"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,bar,yes,no,no,yes,yes,none,5,
vinl2vis_05117,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_ag_lnd_frls_ha_tree_cover_loss_hectares,explicit,vi,bar,"So sánh chỉ số tree cover loss (hectares) ở các quốc gia, biến thể 16.",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_05117.png,none,"{""acceptable"": true, ""visible_chart_family"": ""bar"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,bar,yes,no,no,yes,no,unreadable_labels,4,
vinl2vis_22997,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_bm_gsr_totl_cd_imports_of_goods_services_and_primary_income_bop_curren,explicit,vi,bar,"So sánh chỉ số imports of goods, services and primary income (bop, current us$) ở các quốc gia, biến thể 16.",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_22997.png,none,"{""acceptable"": true, ""visible_chart_family"": ""bar"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,bar,yes,no,yes,yes,yes,none,5,
vinl2vis_23676,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_bn_trf_curr_cd_net_secondary_income_bop_current_us,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net secondary income (bop, current us$) mẫu 15.",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_23676.png,none,"{""acceptable"": true, ""visible_chart_family"": ""line"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,bar,no,yes,yes,yes,no,data_mismatch,5,
vinl2vis_23962,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_bx_gsr_fcty_cd_primary_income_receipts_bop_current_us,explicit,vi,bar,"So sánh chỉ số primary income receipts (bop, current us$) ở các quốc gia, biến thể 21.",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_23962.png,none,"{""acceptable"": true, ""visible_chart_family"": ""bar"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,bar,yes,yes,yes,yes,yes,none,4,
vinl2vis_04762,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_ag_con_fert_pt_zs_fertilizer_consumption_of_fertilizer_production,explicit,vi,bar,"So sánh chỉ số fertilizer consumption (% of fertilizer production) ở các quốc gia, biến thể 21.",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_04762.png,none,"{""acceptable"": true, ""visible_chart_family"": ""bar"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,bar,yes,yes,yes,yes,yes,none,5,
vinl2vis_30231,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_en_ghg_ch4_bu_mt_ce_ar5_methane_ch4_emissions_from_building_energy_mt_,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_30231.png,none,"{""acceptable"": true, ""visible_chart_family"": ""bar"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,bar,yes,no,yes,yes,yes,none,4,
vinl2vis_30584,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_en_ghg_co2_ag_mt_ce_ar5_carbon_dioxide_co2_emissions_from_agriculture_,underspecified,vi,bar,Xếp hạng các nước theo chỉ số carbon dioxide (co2) emissions from agriculture (mt co2e).,/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_30584.png,none,"{""acceptable"": true, ""visible_chart_family"": ""bar"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,bar,yes,yes,yes,no,yes,none,4,
vinl2vis_26870,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_dt_nfl_pbnd_cd_ppg_bonds_nfl_current_us,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_26870.png,none,"{""acceptable"": true, ""visible_chart_family"": ""line"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,line,yes,no,yes,yes,yes,none,5,
vinl2vis_24676,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_cm_mkt_lcap_gd_zs_market_capitalization_of_listed_domestic_companies_o,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số market capitalization of listed domestic companies (% of gdp) mẫu 15.,/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_24676.png,none,"{""acceptable"": true, ""visible_chart_family"": ""line"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,line,yes,yes,yes,yes,yes,none,5,
vinl2vis_24476,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_bx_trf_pwkr_cd_personal_transfers_receipts_bop_current_us,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số personal transfers, receipts (bop, current us$) mẫu 15.",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_24476.png,none,"{""acceptable"": true, ""visible_chart_family"": ""line"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,line,yes,yes,no,yes,yes,none,5,
vinl2vis_25161,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_dc_dac_deul_cd_net_bilateral_aid_flows_from_dac_donors_germany_current,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net bilateral aid flows from dac donors, germany (current us$) mẫu 20.",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_25161.png,none,"{""acceptable"": true, ""visible_chart_family"": ""line"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,line,yes,yes,yes,yes,no,data_mismatch,5,
vinl2vis_23042,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_bm_gsr_tran_zs_transport_services_of_service_imports_bop,explicit,vi,bar,"So sánh chỉ số transport services (% of service imports, bop) ở các quốc gia, biến thể 21.",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_23042.png,none,"{""acceptable"": true, ""visible_chart_family"": ""bar"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,bar,yes,yes,yes,yes,yes,none,4,
vinl2vis_28591,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_eg_egy_prim_pp_kd_energy_intensity_level_of_primary_energy_mj_2021_ppp,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_28591.png,none,"{""acceptable"": true, ""visible_chart_family"": ""bar"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,scatter,no,no,yes,yes,no,wrong_chart_type,5,
vinl2vis_04801,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_ag_con_fert_zs_fertilizer_consumption_kilograms_per_hectare_of_arable_,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số fertilizer consumption (kilograms per hectare of arable land) mẫu 20.,/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_04801.png,none,"{""acceptable"": true, ""visible_chart_family"": ""line"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,line,yes,no,yes,no,yes,none,5,
vinl2vis_22961,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_bm_gsr_royl_cd_charges_for_the_use_of_intellectual_property_payments_b,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số charges for the use of intellectual property, payments (bop, current us$) mẫu 20.",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_22961.png,none,"{""acceptable"": true, ""visible_chart_family"": ""area"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,bar,no,no,no,yes,yes,none,5,
vinl2vis_32744,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_er_h2o_fwag_zs_annual_freshwater_withdrawals_agriculture_of_total_fres,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số annual freshwater withdrawals, agriculture (% of total freshwater withdrawal).",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_32744.png,none,"{""acceptable"": true, ""visible_chart_family"": ""bar"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,bar,yes,yes,no,yes,yes,none,4,
vinl2vis_05521,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_ag_yld_crel_kg_cereal_yield_kg_per_hectare,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số cereal yield (kg per hectare) mẫu 20.,/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_05521.png,none,"{""acceptable"": true, ""visible_chart_family"": ""line"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,line,yes,no,no,yes,no,data_mismatch,5,
vinl2vis_28271,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_dt_tds_mlat_pg_zs_multilateral_debt_service_of_public_and_publicly_gua,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_28271.png,none,"{""acceptable"": true, ""visible_chart_family"": ""bar"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,bar,yes,yes,yes,yes,no,unreadable_labels,5,
vinl2vis_31824,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_en_pop_dnst_population_density_people_per_sq_km_of_land_area,underspecified,vi,bar,Xếp hạng các nước theo chỉ số population density (people per sq. km of land area).,/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_31824.png,none,"{""acceptable"": true, ""visible_chart_family"": ""bar"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,bar,yes,yes,yes,yes,yes,none,5,
