case_id,sample_id,image_file,source_bucket,query_type,language,expected_chart_family,query,human_visible_chart_family,human_chart_family_acceptable,human_labels_readable,human_relevant_fields_visible,human_transform_preserved,human_overall_acceptable,human_primary_error,human_confidence,human_notes
calib_095,vinl2vis_23104,calib_095__vinl2vis_23104.png,primary_vlm_flagged,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số foreign direct investment, net outflows (bop, current us$).",bar,yes,yes,yes,yes,yes,none,high,Chart shows Laos with a single bar representing FDI net outflows value.
calib_096,vinl2vis_03076,calib_096__vinl2vis_03076.png,primary_vlm_flagged,explicit,en,tick_plot,Create a tick plot for asean measles immunization in 2024.,tick_plot,yes,yes,yes,not_applicable,yes,none,high,Chart shows tick plot with country names on x-axis and immunization rates on y-axis.
calib_097,vinl2vis_24104,calib_097__vinl2vis_24104.png,primary_vlm_flagged,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số service exports (bop, current us$).",bar,yes,yes,yes,not_applicable,yes,none,high,Chart shows a single bar for Laos with high service exports value.
calib_098,vinl2vis_03426,calib_098__vinl2vis_03426.png,primary_vlm_flagged,explicit,en,tick_plot,Create a tick plot for asean domestic credit to private sector in 2024.,line,no,yes,yes,not_applicable,no,wrong_chart_type,high,"The chart is a line plot, not a tick plot as requested."
calib_099,vinl2vis_03644,calib_099__vinl2vis_03644.png,primary_vlm_flagged,explicit,vi,bar,Xếp hạng các nước theo tuổi thọ kỳ vọng của việt nam trong năm 2023.,area,no,yes,no,not_applicable,no,wrong_fields,high,"Chart shows a single country (Vietnam) with a wide bar, but the query asks for ranking countries by life expectancy in 2023."
calib_100,vinl2vis_05144,calib_100__vinl2vis_05144.png,primary_vlm_flagged,underspecified,vi,bar,Xếp hạng các nước theo chỉ số forest area (sq. km).,bar,yes,yes,no,not_applicable,no,wrong_fields,high,Chart shows land area (sq. km) but query asks for forest area (sq. km).
calib_101,vinl2vis_03216,calib_101__vinl2vis_03216.png,primary_vlm_flagged,explicit,en,tick_plot,Create a tick plot for asean fixed broadband subscriptions in 2024.,boxplot,no,yes,yes,not_applicable,no,wrong_chart_type,high,"The chart is a boxplot, not a tick plot as requested."
calib_102,vinl2vis_29064,calib_102__vinl2vis_29064.png,primary_vlm_flagged,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số electricity production from renewable sources, excluding hydroelectric (kwh).",bar,yes,yes,yes,yes,yes,none,high,Chart shows Philippines with a single bar representing electricity production from renewable sources (excluding hydroelectric).
calib_103,vinl2vis_03006,calib_103__vinl2vis_03006.png,primary_vlm_flagged,explicit,en,tick_plot,Create a tick plot for asean basic sanitation services in 2024.,line,no,yes,yes,not_applicable,no,wrong_chart_type,high,"The chart is a line plot, not a tick plot as requested."
calib_104,vinl2vis_03724,calib_104__vinl2vis_03724.png,primary_vlm_flagged,explicit,en,bar,Rank countries by vietnam co2 emissions per capita in the latest year.,bar,yes,yes,yes,yes,yes,none,high,"Chart shows Vietnam's CO2 emissions per capita rank as 3.5, which is the expected output for the query."
calib_105,vinl2vis_28384,calib_105__vinl2vis_28384.png,primary_vlm_flagged,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số economic fitness ranking (1 = high, 149 = low).",bar,yes,yes,yes,yes,yes,none,high,"Chart shows Laos with a value of 100, indicating high economic fitness ranking."
calib_106,vinl2vis_03986,calib_106__vinl2vis_03986.png,primary_vlm_flagged,explicit,en,tick_plot,Create a tick plot for Dân số in 2024.,bar,no,yes,yes,not_applicable,no,wrong_chart_type,high,"The chart is a bar plot, not a tick plot as requested."
calib_107,vinl2vis_03146,calib_107__vinl2vis_03146.png,primary_vlm_flagged,explicit,en,tick_plot,Create a tick plot for asean hospital beds in 2023.,tick_plot,yes,yes,yes,not_applicable,yes,none,high,Chart shows hospital beds for ASEAN countries in 2023 with clear labels and values.
calib_108,vinl2vis_27264,calib_108__vinl2vis_27264.png,primary_vlm_flagged,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số net official flows from un agencies, unicef (current us$).",bar,yes,yes,yes,yes,yes,none,high,"Chart shows Singapore with a value of 20,000 for net official flows."
calib_109,vinl2vis_02586,calib_109__vinl2vis_02586.png,primary_vlm_flagged,explicit,en,tick_plot,Create a tick plot for asean freshwater withdrawal share in 2022.,tick_plot,yes,yes,yes,not_applicable,yes,none,high,Chart shows freshwater withdrawal share for ASEAN countries in 2022 with clear labels and values.
calib_110,vinl2vis_02936,calib_110__vinl2vis_02936.png,primary_vlm_flagged,explicit,en,tick_plot,Create a tick plot for asean basic drinking water services in 2024.,tick_plot,yes,yes,yes,not_applicable,yes,none,high,Chart shows tick plot with countries on x-axis and basic drinking water values on y-axis.
calib_111,vinl2vis_23544,calib_111__vinl2vis_23544.png,primary_vlm_flagged,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số foreign direct investment, net (bop, current us$).",bar,yes,yes,yes,yes,yes,none,high,"Chart shows Thailand's FDI Net value, matching the query's request for ranking by FDI Net."
calib_112,vinl2vis_00626,calib_112__vinl2vis_00626.png,primary_vlm_flagged,explicit,en,tick_plot,Create a tick plot for asean gdp growth in 2024.,tick_plot,yes,yes,yes,not_applicable,yes,none,high,Chart shows tick marks for each ASEAN country with GDP growth percentages.
calib_113,vinl2vis_02866,calib_113__vinl2vis_02866.png,primary_vlm_flagged,explicit,en,tick_plot,Create a tick plot for asean container port traffic in 2022.,line,no,yes,yes,not_applicable,no,wrong_chart_type,high,"The chart is a line plot, not a tick plot as requested."
calib_114,vinl2vis_01834,calib_114__vinl2vis_01834.png,primary_vlm_flagged,explicit,en,bar,Rank countries by asean adult literacy rate in the latest year.,bar,yes,yes,no,not_applicable,no,unclear,high,"Only one country (Lao) is shown, but the chart does not display multiple countries for ranking."
calib_115,vinl2vis_03652,calib_115__vinl2vis_03652.png,primary_vlm_flagged,explicit,en,bar,Compare countries by vietnam life expectancy in 2023.,area,no,yes,no,not_applicable,no,wrong_chart_type,high,Chart is an area chart but should be a bar chart for country comparison.
calib_116,vinl2vis_28064,calib_116__vinl2vis_28064.png,primary_vlm_flagged,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số debt service (ppg and imf only, % of exports of goods, services and primary income).",area,no,yes,no,not_applicable,no,wrong_chart_type,high,Chart shows a single value for Laos but lacks country names and proper ranking axis.
calib_117,vinl2vis_05344,calib_117__vinl2vis_05344.png,primary_vlm_flagged,underspecified,vi,bar,Xếp hạng các nước theo chỉ số crop production index (2014-2016 = 100).,bar,yes,yes,yes,yes,yes,none,high,Chart shows Myanmar with a value of 100 for crop production index.
calib_118,vinl2vis_00346,calib_118__vinl2vis_00346.png,primary_vlm_flagged,explicit,en,tick_plot,Create a tick plot for asean fertility rate in 2024.,boxplot,no,yes,yes,not_applicable,no,wrong_chart_type,high,"The chart is a boxplot, not a tick plot as requested."
calib_119,vinl2vis_22584,calib_119__vinl2vis_22584.png,primary_vlm_flagged,underspecified,vi,bar,Xếp hạng các nước theo chỉ số trade in services (% of gdp).,bar,yes,yes,yes,yes,yes,none,high,"Chart shows Singapore's trade in services as a single bar, indicating it is the only country in the dataset."
calib_120,vinl2vis_00556,calib_120__vinl2vis_00556.png,primary_vlm_flagged,explicit,en,tick_plot,Create a tick plot for asean gdp per capita in 2024.,tick_plot,yes,yes,yes,not_applicable,yes,none,high,Chart shows ASEAN GDP per capita in 2024 with clear country labels and values.
calib_121,vinl2vis_29151,calib_121__vinl2vis_29151.png,cross_judge_disagreement,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",bar,yes,yes,yes,yes,yes,none,high,"Chart shows bar heights for countries with 'value' axis, matching query to compare countries using latest year."
calib_122,vinl2vis_28950,calib_122__vinl2vis_28950.png,cross_judge_disagreement,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",empty_or_broken,no,yes,no,not_applicable,no,empty_or_broken,high,"Chart is empty with no data points visible, despite the title indicating it should show trends by country."
calib_123,vinl2vis_25921,calib_123__vinl2vis_25921.png,cross_judge_disagreement,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số external debt stocks (% of gni) mẫu 20.,empty_or_broken,no,no,no,not_applicable,no,empty_or_broken,high,Chart is completely empty with no data points or meaningful structure.
calib_124,vinl2vis_29351,calib_124__vinl2vis_29351.png,cross_judge_disagreement,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",empty_or_broken,no,yes,no,not_applicable,no,empty_or_broken,high,"Chart is empty with no data points visible, despite listing countries on x-axis."
calib_125,vinl2vis_26591,calib_125__vinl2vis_26591.png,cross_judge_disagreement,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",bar,yes,yes,yes,yes,yes,none,high,"Chart shows bar values for countries with negative numbers, likely representing some metric like deficit or loss."
calib_126,vinl2vis_24921,calib_126__vinl2vis_24921.png,cross_judge_disagreement,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net bilateral aid flows from dac donors, austria (current us$) mẫu 20.",area,no,yes,yes,not_applicable,no,wrong_chart_type,high,Chart shows area chart but query expects line chart for net bilateral aid flows.
calib_127,vinl2vis_31704,calib_127__vinl2vis_31704.png,cross_judge_disagreement,underspecified,vi,bar,Xếp hạng các nước theo chỉ số nitrous oxide (n2o) emissions (total) excluding lulucf (% change from 1990).,bar,yes,yes,yes,yes,yes,none,high,Chart shows bar plot of n2o emissions by country with clear labels and values.
calib_128,vinl2vis_28591,calib_128__vinl2vis_28591.png,cross_judge_disagreement,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",bar,yes,yes,yes,yes,yes,none,high,Chart shows bar heights for countries with 'Dùng năm mới nhất' indicating latest year data.
calib_129,vinl2vis_25001,calib_129__vinl2vis_25001.png,cross_judge_disagreement,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net bilateral aid flows from dac donors, canada (current us$) mẫu 20.",line,yes,yes,no,not_applicable,no,unclear,high,"No data points or values visible, only axis labels and empty plot area."
calib_130,vinl2vis_32864,calib_130__vinl2vis_32864.png,cross_judge_disagreement,underspecified,vi,bar,Xếp hạng các nước theo chỉ số level of water stress: freshwater withdrawal as a proportion of available freshwater resources.,bar,yes,yes,yes,yes,yes,none,high,"Chart shows country names on x-axis and value on y-axis, with bars representing freshwater withdrawal levels."
calib_131,vinl2vis_24801,calib_131__vinl2vis_24801.png,cross_judge_disagreement,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số stocks traded, total value (% of gdp) mẫu 20.",empty_or_broken,no,no,no,not_applicable,no,empty_or_broken,high,"The chart is completely empty with no data points or axes labels visible, despite the title indicating it should display stock traded value as a percentage of GDP."
calib_132,vinl2vis_31384,calib_132__vinl2vis_31384.png,cross_judge_disagreement,underspecified,vi,bar,Xếp hạng các nước theo chỉ số nitrous oxide (n2o) emissions from building (energy) (mt co2e).,empty_or_broken,no,no,no,not_applicable,no,empty_or_broken,high,Chart is empty with no visible data points or labels for ranking countries.
calib_133,vinl2vis_32984,calib_133__vinl2vis_32984.png,cross_judge_disagreement,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số renewable internal freshwater resources, total (billion cubic meters).",bar,yes,yes,yes,yes,yes,none,high,Chart shows countries ranked by renewable internal freshwater resources with values in billion cubic meters.
calib_134,vinl2vis_28591,calib_134__vinl2vis_28591.png,deterministic_failure,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",bar,yes,yes,yes,yes,yes,none,high,Chart shows bar heights for countries with 'Dùng năm mới nhất' indicating latest year data.
calib_135,vinl2vis_03166,calib_135__vinl2vis_03166.png,deterministic_failure,explicit,en,area,Use an area chart to show changes in asean fixed broadband subscriptions over time.,area,yes,yes,yes,not_applicable,yes,none,high,Chart correctly displays area chart for ASEAN fixed broadband subscriptions over time with clear labels and country breakdown.
calib_136,vinl2vis_31584,calib_136__vinl2vis_31584.png,deterministic_failure,underspecified,,bar,,bar,yes,yes,yes,not_applicable,yes,none,high,Chart shows bar plot of N2O emissions by country with clear labels and values.
calib_137,vinl2vis_33464,calib_137__vinl2vis_33464.png,deterministic_failure,underspecified,,bar,,bar,yes,yes,yes,not_applicable,yes,none,high,Chart clearly shows bar heights for each country with correct labels and values.
calib_138,vinl2vis_05478,calib_138__vinl2vis_05478.png,deterministic_failure,explicit,en,line,"Show surface area (sq. km) for ASEAN countries, variant 17.",line,yes,yes,yes,not_applicable,yes,none,high,Chart shows surface area for ASEAN countries over time with clear labels and data.
calib_139,vinl2vis_02952,calib_139__vinl2vis_02952.png,deterministic_failure,explicit,,bar,,bar,yes,yes,yes,not_applicable,yes,none,high,Chart clearly shows basic sanitation percentages for ASEAN countries in 2024.
calib_140,vinl2vis_30304,calib_140__vinl2vis_30304.png,deterministic_failure,underspecified,,bar,,bar,yes,yes,yes,yes,yes,none,high,Chart clearly shows country rankings by methane emissions from industry.
calib_141,vinl2vis_05403,calib_141__vinl2vis_05403.png,deterministic_failure,explicit,en,line,"Show food production index (2014-2016 = 100) for ASEAN countries, variant 22.",line,yes,yes,yes,not_applicable,yes,none,high,Chart shows food production index for ASEAN countries with clear labels and time series data.
calib_142,vinl2vis_22881,calib_142__vinl2vis_22881.png,deterministic_failure,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số goods imports (bop, current us$) mẫu 20.",line,yes,yes,yes,yes,yes,none,high,Chart shows time series of goods imports for multiple countries in current US dollars.
calib_143,vinl2vis_05893,calib_143__vinl2vis_05893.png,deterministic_failure,explicit,en,line,"Show barro-lee: percentage of female population age 25+ with no education for ASEAN countries, variant 32.",line,yes,yes,yes,not_applicable,yes,none,high,Chart shows percentage of female population age 25+ with no education for ASEAN countries over time.
calib_144,vinl2vis_25161,calib_144__vinl2vis_25161.png,deterministic_failure,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net bilateral aid flows from dac donors, germany (current us$) mẫu 20.",empty_or_broken,no,no,no,not_applicable,no,empty_or_broken,high,"Chart is empty with no data points or axes labels, showing only a grid and title."
calib_145,vinl2vis_25322,calib_145__vinl2vis_25322.png,deterministic_failure,explicit,vi,bar,"So sánh chỉ số net bilateral aid flows from dac donors, france (current us$) ở các quốc gia, biến thể 21.",bar,yes,yes,yes,yes,yes,none,high,"Chart shows net bilateral aid flows from DAC donors (France) in current US$ for various countries, with bars representing values."
calib_146,vinl2vis_00435,calib_146__vinl2vis_00435.png,deterministic_failure,explicit,en,point,Create a point chart for asean gdp current usd by year.,point,yes,yes,yes,not_applicable,yes,none,high,Chart shows ASEAN GDP in current USD by year with clear axes and data points.
calib_147,vinl2vis_04125,calib_147__vinl2vis_04125.png,deterministic_failure,explicit,en,bubble_chart,"Create a bubble chart using Tỷ lệ nhập học tiểu học, Tỷ lệ nhập học trung học, and Tỷ lệ nhập học đại học.",bubble_chart,yes,yes,no,not_applicable,no,wrong_fields,high,"Chart shows only secondary school enrollment, not the requested primary, secondary, and tertiary enrollment rates."
calib_148,vinl2vis_05363,calib_148__vinl2vis_05363.png,deterministic_failure,explicit,en,line,"Show crop production index (2014-2016 = 100) for ASEAN countries, variant 22.",line,yes,yes,yes,not_applicable,yes,none,high,Chart shows crop production index for ASEAN countries with clear labels and time series data.
calib_149,vinl2vis_24401,calib_149__vinl2vis_24401.png,deterministic_failure,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số portfolio equity, net inflows (bop, current us$) mẫu 20.",line,yes,yes,yes,not_applicable,yes,none,high,Chart shows time series data for multiple countries' portfolio equity net inflows.
calib_150,vinl2vis_24161,calib_150__vinl2vis_24161.png,deterministic_failure,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số charges for the use of intellectual property, receipts (bop, current us$) mẫu 20.",line,yes,yes,yes,not_applicable,yes,none,high,Chart shows line graph of intellectual property charges over years with multiple countries.
calib_151,vinl2vis_05793,calib_151__vinl2vis_05793.png,deterministic_failure,explicit,en,line,"Show barro-lee: percentage of female population age 25-29 with no education for ASEAN countries, variant 12.",line,yes,yes,yes,not_applicable,yes,none,high,Chart shows percentage of female population age 25-29 with no education for ASEAN countries over time.
calib_152,vinl2vis_28550,calib_152__vinl2vis_28550.png,deterministic_failure,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",line,yes,yes,yes,yes,yes,none,high,Chart shows trends for multiple countries over time with clear labels and axes.
calib_153,vinl2vis_28911,calib_153__vinl2vis_28911.png,deterministic_failure,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",bar,yes,yes,yes,yes,yes,none,high,Chart shows bar heights for each country with clear labels and values.
calib_154,vinl2vis_24162,calib_154__vinl2vis_24162.png,deterministic_failure,explicit,vi,bar,"So sánh chỉ số charges for the use of intellectual property, receipts (bop, current us$) ở các quốc gia, biến thể 21.",bar,yes,yes,yes,yes,yes,none,high,Chart shows bar values for intellectual property charges across countries with clear labels and categories.
calib_155,vinl2vis_03222,calib_155__vinl2vis_03222.png,deterministic_failure,explicit,vi,bar,So sánh máy chủ internet an toàn các nước asean giữa các nước trong năm 2024.,bar,yes,yes,yes,yes,yes,none,high,Chart shows secure internet servers for ASEAN countries in 2024 with clear labels and values.
calib_156,vinl2vis_25482,calib_156__vinl2vis_25482.png,deterministic_failure,explicit,vi,bar,"So sánh chỉ số net bilateral aid flows from dac donors, italy (current us$) ở các quốc gia, biến thể 21.",bar,yes,yes,yes,yes,yes,none,high,"Chart shows net bilateral aid flows from DAC donors, Italy to various countries with clear labels and values."
calib_157,vinl2vis_32704,calib_157__vinl2vis_32704.png,deterministic_failure,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số water productivity, total (constant 2015 us$ gdp per cubic meter of total freshwater withdrawal).",bar,yes,yes,yes,yes,yes,none,high,Chart shows water productivity rankings with clear country labels and value axis.
calib_158,vinl2vis_03993,calib_158__vinl2vis_03993.png,deterministic_failure,explicit,,bar,,bar,yes,yes,yes,not_applicable,yes,none,high,Chart shows life expectancy for countries in 2023 with clear labels and values.
calib_159,vinl2vis_22761,calib_159__vinl2vis_22761.png,deterministic_failure,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số primary income payments (bop, current us$) mẫu 20.",line,yes,yes,yes,not_applicable,yes,none,high,Chart shows primary income payments for multiple countries over time with clear labels and trends.
calib_160,vinl2vis_23436,calib_160__vinl2vis_23436.png,deterministic_failure,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net trade in goods and services (bop, current us$) mẫu 15.",line,yes,yes,yes,not_applicable,yes,none,high,Chart shows net trade in goods and services for multiple countries over time with clear labels and values.
calib_161,vinl2vis_24784,calib_161__vinl2vis_24784.png,deterministic_failure,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số stocks traded, total value (% of gdp).",bar,yes,yes,yes,yes,yes,none,high,"Chart shows country rankings by stocks traded value, with clear labels and values."
calib_162,vinl2vis_30311,calib_162__vinl2vis_30311.png,deterministic_failure,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",bar,yes,yes,yes,yes,yes,none,high,"Chart shows bar heights for countries with 'value' axis, labeled in Vietnamese."
calib_163,vinl2vis_22875,calib_163__vinl2vis_22875__placeholder.png,deterministic_failure,unanswerable,vi,none,"Không có dữ liệu cấp huyện cho chỉ số goods imports (bop, current us$), biến thể 14.",empty_or_broken,no,no,no,not_applicable,no,empty_or_broken,high,"No rendered chart available as per error message, query unanswerable."
calib_164,vinl2vis_28390,calib_164__vinl2vis_28390.png,deterministic_failure,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",line,yes,yes,yes,yes,yes,none,high,Chart shows trends for multiple countries over time with clear labels and data.
calib_165,vinl2vis_24997,calib_165__vinl2vis_24997.png,deterministic_failure,explicit,vi,bar,"So sánh chỉ số net bilateral aid flows from dac donors, canada (current us$) ở các quốc gia, biến thể 16.",bar,yes,yes,yes,yes,yes,none,high,"Chart shows net bilateral aid flows from DAC donors (Canada) in current US$ for various countries, with bars representing values."
calib_166,vinl2vis_04756,calib_166__vinl2vis_04756.png,deterministic_failure,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số fertilizer consumption (% of fertilizer production) mẫu 15.,line,yes,yes,yes,not_applicable,yes,none,high,Chart shows line graph of fertilizer consumption percentage over years for multiple countries.
calib_167,vinl2vis_31704,calib_167__vinl2vis_31704.png,deterministic_failure,underspecified,vi,bar,Xếp hạng các nước theo chỉ số nitrous oxide (n2o) emissions (total) excluding lulucf (% change from 1990).,bar,yes,yes,yes,yes,yes,none,high,Chart shows bar plot of n2o emissions by country with clear labels and values.
calib_168,vinl2vis_05077,calib_168__vinl2vis_05077.png,deterministic_failure,explicit,,bar,,bar,yes,yes,yes,not_applicable,yes,none,high,Chart clearly shows bar heights for each country with labels and units.
calib_169,vinl2vis_29670,calib_169__vinl2vis_29670.png,deterministic_failure,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",line,yes,yes,yes,yes,yes,none,high,Chart shows trends for multiple countries over time with clear labels and data.
calib_170,vinl2vis_25677,calib_170__vinl2vis_25677.png,deterministic_failure,explicit,vi,bar,"So sánh chỉ số net bilateral aid flows from dac donors, norway (current us$) ở các quốc gia, biến thể 16.",bar,yes,yes,yes,yes,yes,none,high,Chart shows net bilateral aid flows from DAC donors (Norway) for various countries with clear labels and values.
calib_171,vinl2vis_22916,calib_171__vinl2vis_22916.png,deterministic_failure,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số service imports (bop, current us$) mẫu 15.",line,yes,yes,yes,not_applicable,yes,none,high,Chart shows service imports data for multiple countries over time with clear labels and axes.
calib_172,vinl2vis_26664,calib_172__vinl2vis_26664.png,deterministic_failure,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số net financial flows, ida (nfl, current us$).",bar,yes,yes,yes,yes,yes,none,high,"Chart shows country rankings by net financial flows (IDA, current US$) with clear labels and values."
calib_173,vinl2vis_01694,calib_173__vinl2vis_01694.png,deterministic_failure,explicit,en,bar,Rank countries by asean tertiary school enrollment in the latest year.,bar,yes,yes,yes,yes,yes,none,high,"Chart shows bar heights for each country, with country names on x-axis and enrollment numbers on y-axis."
calib_174,vinl2vis_22836,calib_174__vinl2vis_22836.png,weak_judge_only_flag,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số insurance and financial services (% of service imports, bop) mẫu 15.",line,yes,yes,yes,not_applicable,yes,none,high,Chart shows line graph of insurance and financial services as % of service imports for multiple countries over time.
calib_175,vinl2vis_05241,calib_175__vinl2vis_05241.png,weak_judge_only_flag,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số average precipitation in depth (mm per year) mẫu 20.,empty_or_broken,no,no,no,not_applicable,no,empty_or_broken,high,"The chart is completely empty with no data points or axes labels, making it unusable for the query."
calib_176,vinl2vis_26510,calib_176__vinl2vis_26510.png,weak_judge_only_flag,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",line,yes,yes,yes,not_applicable,yes,none,high,Chart shows multiple lines representing different countries' trends over time.
calib_177,vinl2vis_05521,calib_177__vinl2vis_05521.png,weak_judge_only_flag,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số cereal yield (kg per hectare) mẫu 20.,line,yes,yes,yes,not_applicable,yes,none,high,"Chart shows line plot with country labels and value axis, matching the query's request for cereal yield data."
calib_178,vinl2vis_29030,calib_178__vinl2vis_29030.png,weak_judge_only_flag,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",line,yes,yes,yes,yes,yes,none,high,Chart shows trends for multiple countries over time with clear labels and data.
calib_179,vinl2vis_25361,calib_179__vinl2vis_25361.png,weak_judge_only_flag,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net bilateral aid flows from dac donors, united kingdom (current us$) mẫu 20.",line,yes,yes,yes,not_applicable,yes,none,high,"Chart shows a line graph with year on x-axis and value on y-axis, but no data points are visible."
calib_180,vinl2vis_23636,calib_180__vinl2vis_23636.png,weak_judge_only_flag,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số reserves and related items (bop, current us$) mẫu 15.",line,yes,yes,yes,not_applicable,yes,none,high,Chart shows line graph of reserves and related items for multiple countries over time.
calib_181,vinl2vis_30824,calib_181__vinl2vis_30824.png,weak_judge_only_flag,underspecified,vi,bar,Xếp hạng các nước theo chỉ số carbon dioxide (co2) net fluxes from lulucf - forest land (mt co2e).,bar,yes,yes,yes,yes,yes,none,high,"Chart shows CO2 net fluxes by country with bars indicating values, ordered by country name."
calib_182,vinl2vis_04882,calib_182__vinl2vis_04882.png,weak_judge_only_flag,explicit,vi,bar,"So sánh chỉ số agricultural land (% of land area) ở các quốc gia, biến thể 21.",bar,yes,yes,yes,not_applicable,yes,none,high,Chart clearly shows agricultural land percentage by country for the specified variable.
calib_183,vinl2vis_26430,calib_183__vinl2vis_26430.png,weak_judge_only_flag,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",line,yes,yes,yes,yes,yes,none,high,Chart shows trends for multiple countries over time with clear labels and values.
calib_184,vinl2vis_24361,calib_184__vinl2vis_24361.png,weak_judge_only_flag,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số foreign direct investment, net inflows (% of gdp) mẫu 20.",line,yes,yes,yes,yes,yes,none,high,Chart shows foreign direct investment net inflows as percentage of GDP for multiple countries over time.
calib_185,vinl2vis_22921,calib_185__vinl2vis_22921.png,weak_judge_only_flag,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số service imports (bop, current us$) mẫu 20.",line,yes,yes,yes,yes,yes,none,high,Chart shows service imports data for multiple countries over time with clear labels and trends.
calib_186,vinl2vis_24157,calib_186__vinl2vis_24157.png,weak_judge_only_flag,explicit,vi,bar,"So sánh chỉ số charges for the use of intellectual property, receipts (bop, current us$) ở các quốc gia, biến thể 16.",bar,yes,yes,yes,yes,yes,none,high,Chart shows bar values for countries with labels in Vietnamese and English.
calib_187,vinl2vis_23881,calib_187__vinl2vis_23881.png,weak_judge_only_flag,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số ict service exports (% of service exports, bop) mẫu 20.",line,yes,yes,yes,not_applicable,yes,none,high,Chart shows ICT service exports as percentage of service exports over years for multiple countries.
calib_188,vinl2vis_23516,calib_188__vinl2vis_23516.png,weak_judge_only_flag,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net errors and omissions (bop, current us$) mẫu 15.",line,yes,yes,yes,not_applicable,yes,none,high,Chart shows line graph of net errors and omissions for multiple countries over time.
calib_189,vinl2vis_05362,calib_189__vinl2vis_05362.png,weak_judge_only_flag,explicit,vi,bar,"So sánh chỉ số crop production index (2014-2016 = 100) ở các quốc gia, biến thể 21.",bar,yes,yes,yes,not_applicable,yes,none,high,Chart shows crop production index values for countries with clear labels and expected bar chart format.
calib_190,vinl2vis_23362,calib_190__vinl2vis_23362.png,weak_judge_only_flag,explicit,vi,bar,"So sánh chỉ số net financial account (bop, current us$) ở các quốc gia, biến thể 21.",bar,yes,yes,yes,yes,yes,none,high,Chart shows net financial account values for countries with clear labels and bars representing different countries.
calib_191,vinl2vis_25322,calib_191__vinl2vis_25322.png,weak_judge_only_flag,explicit,vi,bar,"So sánh chỉ số net bilateral aid flows from dac donors, france (current us$) ở các quốc gia, biến thể 21.",bar,yes,yes,yes,yes,yes,none,high,"Chart shows net bilateral aid flows from DAC donors (France) in current US$ for various countries, with bars representing values."
