case_id,sample_id,case_family,evidence_strength,source_artifact,run_key,issue,dataset_id,query_type,language,expected_chart_family,query,notes
stress230_063,vinl2vis_00135,major_visual_sanity_failure,programmatic_visual_failure,benchmark/faithbench/results/english1000_qwen3_4b_residualfix_v1/visual_sanity_per_output.csv,english_residualfix,bubble_missing_country_grouping,wb_asean_population_growth,explicit,en,bubble_chart,Create a bubble chart for recent asean population growth.,"expected color/group country, got constant"
stress230_064,vinl2vis_23667,major_visual_sanity_failure,programmatic_visual_failure,benchmark/faithbench/results/balanced1000_qwen3_4b_qwen_chart_family_strict_repair_residualfix_v1/visual_sanity_per_output.csv,balanced_residualfix,trend_missing_country_grouping,wbexp_asean_bn_trf_curr_cd_net_secondary_income_bop_current_us,ambiguous,vi,line,"Chỉ số Net secondary income (BoP, current US$) gần đây thay đổi như thế nào?","expected country grouping, got none"
stress230_065,vinl2vis_23107,major_visual_sanity_failure,programmatic_visual_failure,benchmark/faithbench/results/balanced1000_qwen3_4b_qwen_chart_family_strict_repair_residualfix_v1/visual_sanity_per_output.csv,balanced_residualfix,trend_missing_country_grouping,wbexp_asean_bm_klt_dinv_cd_wd_foreign_direct_investment_net_outflows_bop_current_u,ambiguous,vi,line,"Chỉ số Foreign direct investment, net outflows (BoP, current US$) gần đây thay đổi như thế nào?","expected country grouping, got none"
stress230_066,vinl2vis_25221,major_visual_sanity_failure,programmatic_visual_failure,benchmark/faithbench/results/balanced1000_qwen3_4b_qwen_chart_family_strict_repair_residualfix_v1/visual_sanity_per_output.csv,balanced_residualfix,trend_missing_country_grouping,wbexp_asean_dc_dac_espl_cd_net_bilateral_aid_flows_from_dac_donors_spain_current_u,explicit,vi,line,"Vẽ biểu đồ đường thể hiện chỉ số net bilateral aid flows from dac donors, spain (current us$) theo thời gian.","expected country grouping, got none"
stress230_067,vinl2vis_23187,major_visual_sanity_failure,programmatic_visual_failure,benchmark/faithbench/results/balanced1000_qwen3_4b_qwen_chart_family_strict_repair_residualfix_v1/visual_sanity_per_output.csv,balanced_residualfix,trend_missing_country_grouping,wbexp_asean_bm_trf_prvt_cd_secondary_income_other_sectors_payments_bop_current_us,ambiguous,vi,line,"Chỉ số Secondary income, other sectors, payments (BoP, current US$) gần đây thay đổi như thế nào?","expected country grouping, got none"
stress230_068,vinl2vis_05913,major_visual_sanity_failure,programmatic_visual_failure,benchmark/faithbench/results/english1000_qwen3_4b_residualfix_v1/visual_sanity_per_output.csv,english_residualfix,visual_chart_family_mismatch;trend_missing_country_grouping;line_expected_non_line_mark,wbexp_asean_bar_noed_25up_zs_barro_lee_percentage_of_population_age_25_with_no_edu,explicit,en,line,"Show barro-lee: percentage of population age 25+ with no education for ASEAN countries, variant 12.","expected line, mark=bar | expected country grouping, got none | expected line, got bar"
stress230_069,vinl2vis_05608,major_visual_sanity_failure,programmatic_visual_failure,benchmark/faithbench/results/english1000_qwen3_4b_residualfix_v1/visual_sanity_per_output.csv,english_residualfix,visual_chart_family_mismatch;trend_missing_country_grouping;line_expected_non_line_mark,wbexp_asean_bar_noed_1519_zs_barro_lee_percentage_of_population_age_15_19_with_no_,explicit,en,line,"Show barro-lee: percentage of population age 15-19 with no education for ASEAN countries, variant 27.","expected line, mark=bar | expected country grouping, got none | expected line, got bar"
stress230_070,vinl2vis_00011,major_visual_sanity_failure,programmatic_visual_failure,benchmark/faithbench/results/english1000_qwen3_4b_residualfix_v1/visual_sanity_per_output.csv,english_residualfix,trend_missing_country_grouping,wb_asean_population,explicit,en,line,Draw a line chart showing asean population over time.,"expected country grouping, got none"
stress230_071,vinl2vis_07013,major_visual_sanity_failure,programmatic_visual_failure,benchmark/faithbench/results/english1000_qwen3_4b_residualfix_v1/visual_sanity_per_output.csv,english_residualfix,visual_chart_family_mismatch;trend_missing_country_grouping;line_expected_non_line_mark,wbexp_asean_bar_pop_2529_fe_barro_lee_population_in_thousands_age_25_29_female,explicit,en,line,"Show barro-lee: population in thousands, age 25-29, female for ASEAN countries, variant 32.","expected line, mark=bar | expected country grouping, got none | expected line, got bar"
stress230_072,vinl2vis_06982,major_visual_sanity_failure,programmatic_visual_failure,benchmark/faithbench/results/english1000_qwen3_4b_residualfix_v1/visual_sanity_per_output.csv,english_residualfix,trend_missing_country_grouping,wbexp_asean_bar_pop_2529_fe_barro_lee_population_in_thousands_age_25_29_female,explicit,en,line,"Draw a line chart showing barro-lee: population in thousands, age 25-29, female over time.","expected country grouping, got none"
stress230_073,vinl2vis_06213,major_visual_sanity_failure,programmatic_visual_failure,benchmark/faithbench/results/english1000_qwen3_4b_residualfix_v1/visual_sanity_per_output.csv,english_residualfix,visual_chart_family_mismatch;trend_missing_country_grouping;line_expected_non_line_mark,wbexp_asean_bar_noed_4549_fe_zs_barro_lee_percentage_of_female_population_age_45_4,explicit,en,line,"Show barro-lee: percentage of female population age 45-49 with no education for ASEAN countries, variant 32.","expected line, mark=bar | expected country grouping, got none | expected line, got bar"
stress230_074,vinl2vis_05248,major_visual_sanity_failure,programmatic_visual_failure,benchmark/faithbench/results/english1000_qwen3_4b_residualfix_v1/visual_sanity_per_output.csv,english_residualfix,visual_chart_family_mismatch;trend_missing_country_grouping;line_expected_non_line_mark,wbexp_asean_ag_lnd_prcp_mm_average_precipitation_in_depth_mm_per_year,explicit,en,line,"Show average precipitation in depth (mm per year) for ASEAN countries, variant 27.","expected line, mark=bar | expected country grouping, got none | expected line, got bar"
stress230_075,vinl2vis_06178,major_visual_sanity_failure,programmatic_visual_failure,benchmark/faithbench/results/english1000_qwen3_4b_residualfix_v1/visual_sanity_per_output.csv,english_residualfix,visual_chart_family_mismatch;trend_missing_country_grouping;line_expected_non_line_mark,wbexp_asean_bar_noed_4044_zs_barro_lee_percentage_of_population_age_40_44_with_no_,explicit,en,line,"Show barro-lee: percentage of population age 40-44 with no education for ASEAN countries, variant 37.","expected line, mark=bar | expected country grouping, got year | expected line, got bar"
stress230_076,vinl2vis_05773,major_visual_sanity_failure,programmatic_visual_failure,benchmark/faithbench/results/english1000_qwen3_4b_residualfix_v1/visual_sanity_per_output.csv,english_residualfix,visual_chart_family_mismatch;trend_missing_country_grouping;line_expected_non_line_mark,wbexp_asean_bar_noed_2024_zs_barro_lee_percentage_of_population_age_20_24_with_no_,explicit,en,line,"Show barro-lee: percentage of population age 20-24 with no education for ASEAN countries, variant 32.","expected line, mark=bar | expected country grouping, got none | expected line, got bar"
stress230_077,vinl2vis_06208,major_visual_sanity_failure,programmatic_visual_failure,benchmark/faithbench/results/english1000_qwen3_4b_residualfix_v1/visual_sanity_per_output.csv,english_residualfix,visual_chart_family_mismatch;line_expected_non_line_mark,wbexp_asean_bar_noed_4549_fe_zs_barro_lee_percentage_of_female_population_age_45_4,explicit,en,line,"Show barro-lee: percentage of female population age 45-49 with no education for ASEAN countries, variant 27.","expected line, mark=bar | expected line, got bar"
stress230_078,vinl2vis_05653,major_visual_sanity_failure,programmatic_visual_failure,benchmark/faithbench/results/english1000_qwen3_4b_residualfix_v1/visual_sanity_per_output.csv,english_residualfix,visual_chart_family_mismatch;trend_missing_country_grouping;line_expected_non_line_mark,wbexp_asean_bar_noed_15up_fe_zs_barro_lee_percentage_of_female_population_age_15_w,explicit,en,line,"Show barro-lee: percentage of female population age 15+ with no education for ASEAN countries, variant 32.","expected line, mark=bar | expected country grouping, got none | expected line, got bar"
stress230_079,vinl2vis_05322,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,heldout4b_final,missing_sort_transform,wbexp_asean_ag_prd_crel_mt_cereal_production_metric_tons,explicit,vi,bar,"So sánh chỉ số cereal production (metric tons) ở các quốc gia, biến thể 21.",
stress230_080,vinl2vis_01886,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,english_final,missing_filter_transform,wb_asean_literacy_rate_adult,explicit,en,tick_plot,Create a tick plot for asean adult literacy rate in 2023.,
stress230_081,vinl2vis_03302,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,english_final,missing_filter_transform,wb_asean_tax_revenue_share_gdp,explicit,en,bar,Compare countries by asean tax revenue share of gdp in 2024.,
stress230_082,vinl2vis_03512,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,english_final,missing_filter_transform,wb_asean_research_development_expenditure,explicit,en,bar,Compare countries by asean research and development expenditure in 2023.,
stress230_083,vinl2vis_04984,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,balanced_final,missing_filter_transform,wbexp_asean_ag_lnd_arbl_zs_arable_land_of_land_area,underspecified,vi,bar,Xếp hạng các nước theo chỉ số arable land (% of land area).,
stress230_084,vinl2vis_00842,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,matched_final,missing_filter_transform,wb_asean_agriculture_share_gdp,explicit,vi,bar,So sánh tỷ trọng nông nghiệp trong gdp các nước asean giữa các nước trong năm 2024.,
stress230_085,vinl2vis_23962,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,heldout8b_final,missing_filter_transform,wbexp_asean_bx_gsr_fcty_cd_primary_income_receipts_bop_current_us,explicit,vi,bar,"So sánh chỉ số primary income receipts (bop, current us$) ở các quốc gia, biến thể 21.",
stress230_086,vinl2vis_31424,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,heldout4b_final,missing_filter_transform,wbexp_asean_en_ghg_n2o_fe_mt_ce_ar5_nitrous_oxide_n2o_emissions_from_fugitive_emis,underspecified,vi,bar,Xếp hạng các nước theo chỉ số nitrous oxide (n2o) emissions from fugitive emissions (energy) (mt co2e).,
stress230_087,vinl2vis_33304,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,heldout8b_final,missing_filter_transform,wbexp_asean_fb_cbk_brch_p5_commercial_bank_branches_per_100_000_adults,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số commercial bank branches (per 100,000 adults).",
stress230_088,vinl2vis_02603,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,matched_final,missing_filter_transform,wb_asean_pm25_exposure,explicit,en,line,Show the trend of asean pm2.5 air pollution exposure for Vietnam.,
stress230_089,vinl2vis_05317,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,heldout4b_final,missing_filter_transform|missing_sort_transform,wbexp_asean_ag_prd_crel_mt_cereal_production_metric_tons,explicit,vi,bar,"So sánh chỉ số cereal production (metric tons) ở các quốc gia, biến thể 16.",
stress230_090,vinl2vis_24002,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,heldout4b_final,missing_filter_transform|missing_sort_transform,wbexp_asean_bx_gsr_gnfs_cd_exports_of_goods_and_services_bop_current_us,explicit,vi,bar,"So sánh chỉ số exports of goods and services (bop, current us$) ở các quốc gia, biến thể 21.",
stress230_091,vinl2vis_01972,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,english_final,missing_filter_transform,wb_asean_labor_force_participation,explicit,en,bar,Compare countries by asean labor force participation in 2025.,
stress230_092,vinl2vis_25317,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,heldout4b_final,missing_filter_transform|missing_sort_transform,wbexp_asean_dc_dac_fral_cd_net_bilateral_aid_flows_from_dac_donors_france_current_,explicit,vi,bar,"So sánh chỉ số net bilateral aid flows from dac donors, france (current us$) ở các quốc gia, biến thể 16.",
stress230_093,vinl2vis_01054,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,matched_final,missing_filter_transform,wb_asean_fdi_net_inflows_share_gdp,explicit,vi,bar,Xếp hạng các nước theo fdi ròng vào trong gdp các nước asean trong năm 2024.,
stress230_094,vinl2vis_05522,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,heldout8b_final,missing_filter_transform,wbexp_asean_ag_yld_crel_kg_cereal_yield_kg_per_hectare,explicit,vi,bar,"So sánh chỉ số cereal yield (kg per hectare) ở các quốc gia, biến thể 21.",
stress230_095,vinl2vis_30664,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,heldout4b_final,missing_filter_transform,wbexp_asean_en_ghg_co2_fe_mt_ce_ar5_carbon_dioxide_co2_emissions_from_fugitive_emi,underspecified,vi,bar,Xếp hạng các nước theo chỉ số carbon dioxide (co2) emissions from fugitive emissions (energy) (mt co2e).,
stress230_096,vinl2vis_00922,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,matched_final,missing_filter_transform,wb_asean_industry_share_gdp,explicit,en,bar,Compare countries by asean industry share of gdp in 2024.,
stress230_097,vinl2vis_27704,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,balanced_final,missing_filter_transform,wbexp_asean_dt_oda_odat_gn_zs_net_oda_received_of_gni,underspecified,vi,bar,Xếp hạng các nước theo chỉ số net oda received (% of gni).,
stress230_098,vinl2vis_31384,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,heldout4b_final,missing_filter_transform,wbexp_asean_en_ghg_n2o_bu_mt_ce_ar5_nitrous_oxide_n2o_emissions_from_building_ener,underspecified,vi,bar,Xếp hạng các nước theo chỉ số nitrous oxide (n2o) emissions from building (energy) (mt co2e).,
stress230_099,vinl2vis_23744,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,balanced_final,missing_filter_transform|missing_sort_transform,wbexp_asean_bx_grt_exta_cd_wd_grants_excluding_technical_cooperation_bop_current_u,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số grants, excluding technical cooperation (bop, current us$).",
stress230_100,vinl2vis_31904,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,heldout8b_final,missing_filter_transform,wbexp_asean_en_urb_lcty_population_in_largest_city,underspecified,vi,bar,Xếp hạng các nước theo chỉ số population in largest city.,
stress230_101,vinl2vis_30584,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,heldout8b_final,missing_filter_transform,wbexp_asean_en_ghg_co2_ag_mt_ce_ar5_carbon_dioxide_co2_emissions_from_agriculture_,underspecified,vi,bar,Xếp hạng các nước theo chỉ số carbon dioxide (co2) emissions from agriculture (mt co2e).,
stress230_102,vinl2vis_28864,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,balanced_final,missing_filter_transform,wbexp_asean_eg_elc_loss_zs_electric_power_transmission_and_distribution_losses_of_,underspecified,vi,bar,Xếp hạng các nước theo chỉ số electric power transmission and distribution losses (% of output).,
stress230_103,vinl2vis_25797,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,heldout8b_final,missing_filter_transform,wbexp_asean_dc_dac_swel_cd_net_bilateral_aid_flows_from_dac_donors_sweden_current_,explicit,vi,bar,"So sánh chỉ số net bilateral aid flows from dac donors, sweden (current us$) ở các quốc gia, biến thể 16.",
stress230_104,vinl2vis_24183,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,balanced_final,missing_filter_transform|missing_sort_transform,wbexp_asean_bx_gsr_totl_cd_exports_of_goods_services_and_primary_income_bop_curren,explicit,vi,bar,"So sánh chỉ số exports of goods, services and primary income (bop, current us$) giữa các nước ở năm mới nhất.",
stress230_105,vinl2vis_30544,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,heldout4b_final,missing_filter_transform,wbexp_asean_en_ghg_ch4_zg_ar5_methane_ch4_emissions_total_excluding_lulucf_change_,underspecified,vi,bar,Xếp hạng các nước theo chỉ số methane (ch4) emissions (total) excluding lulucf (% change from 1990).,
stress230_106,vinl2vis_29864,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,balanced_final,missing_filter_transform,wbexp_asean_en_clc_cddy_xd_cooling_degree_days,underspecified,vi,bar,Xếp hạng các nước theo chỉ số cooling degree days.,
stress230_107,vinl2vis_24824,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,balanced_final,missing_filter_transform,wbexp_asean_cm_mkt_trnr_stocks_traded_turnover_ratio_of_domestic_shares,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số stocks traded, turnover ratio of domestic shares (%).",
stress230_108,vinl2vis_23743,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,balanced_final,missing_filter_transform|missing_sort_transform,wbexp_asean_bx_grt_exta_cd_wd_grants_excluding_technical_cooperation_bop_current_u,explicit,vi,bar,"So sánh chỉ số grants, excluding technical cooperation (bop, current us$) giữa các nước ở năm mới nhất.",
stress230_109,vinl2vis_33544,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,heldout4b_final,missing_filter_transform,wbexp_asean_fi_res_totl_dt_zs_total_reserves_of_total_external_debt,underspecified,vi,bar,Xếp hạng các nước theo chỉ số total reserves (% of total external debt).,
stress230_110,vinl2vis_02602,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,matched_final,missing_filter_transform,wb_asean_pm25_exposure,explicit,en,bar,Compare countries by asean pm2.5 air pollution exposure in 2020.,
stress230_111,vinl2vis_00004,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,matched_final,missing_filter_transform,wb_asean_population,explicit,vi,bar,Xếp hạng các nước theo dân số các nước asean trong năm 2024.,
stress230_112,vinl2vis_00543,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,matched_final,missing_aggregation_transform,wb_asean_gdp_per_capita,explicit,en,histogram,Draw a histogram of asean gdp per capita.,
stress230_113,vinl2vis_02322,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,matched_final,missing_filter_transform,wb_asean_renewable_energy_consumption,explicit,en,bar,Compare countries by asean renewable energy consumption in 2022.,
stress230_114,vinl2vis_25023,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,balanced_final,missing_filter_transform|missing_sort_transform,wbexp_asean_dc_dac_cecl_cd_net_bilateral_aid_flows_from_dac_donors_european_union_,explicit,vi,bar,"So sánh chỉ số net bilateral aid flows from dac donors, european union institutions (current us$) giữa các nước ở năm mới nhất.",
stress230_115,vinl2vis_25842,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,heldout8b_final,missing_filter_transform,wbexp_asean_dc_dac_totl_cd_net_bilateral_aid_flows_from_dac_donors_total_current_u,explicit,vi,bar,"So sánh chỉ số net bilateral aid flows from dac donors, total (current us$) ở các quốc gia, biến thể 21.",
stress230_116,vinl2vis_23962,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,heldout4b_final,missing_filter_transform|missing_sort_transform,wbexp_asean_bx_gsr_fcty_cd_primary_income_receipts_bop_current_us,explicit,vi,bar,"So sánh chỉ số primary income receipts (bop, current us$) ở các quốc gia, biến thể 21.",
stress230_117,vinl2vis_02314,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,matched_final,missing_filter_transform|missing_sort_transform,wb_asean_renewable_energy_consumption,explicit,vi,bar,Xếp hạng các nước theo tỷ lệ năng lượng tái tạo các nước asean trong năm 2022.,
stress230_118,vinl2vis_31184,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,heldout8b_final,missing_filter_transform,wbexp_asean_en_ghg_co2_tr_mt_ce_ar5_carbon_dioxide_co2_emissions_from_transport_en,underspecified,vi,bar,Xếp hạng các nước theo chỉ số carbon dioxide (co2) emissions from transport (energy) (mt co2e).,
stress230_119,vinl2vis_25242,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,heldout8b_final,missing_filter_transform,wbexp_asean_dc_dac_espl_cd_net_bilateral_aid_flows_from_dac_donors_spain_current_u,explicit,vi,bar,"So sánh chỉ số net bilateral aid flows from dac donors, spain (current us$) ở các quốc gia, biến thể 21.",
stress230_120,vinl2vis_26384,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,balanced_final,missing_filter_transform,wbexp_asean_dt_nfl_bond_cd_portfolio_investment_bonds_ppg_png_nfl_current_us,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số portfolio investment, bonds (ppg + png) (nfl, current us$).",
stress230_121,vinl2vis_25877,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,heldout8b_final,missing_filter_transform,wbexp_asean_dc_dac_usal_cd_net_bilateral_aid_flows_from_dac_donors_united_states_c,explicit,vi,bar,"So sánh chỉ số net bilateral aid flows from dac donors, united states (current us$) ở các quốc gia, biến thể 16.",
stress230_122,vinl2vis_24402,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,heldout8b_final,missing_filter_transform,wbexp_asean_bx_pef_totl_cd_wd_portfolio_equity_net_inflows_bop_current_us,explicit,vi,bar,"So sánh chỉ số portfolio equity, net inflows (bop, current us$) ở các quốc gia, biến thể 21.",
stress230_123,vinl2vis_23517,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,heldout8b_final,missing_filter_transform,wbexp_asean_bn_kac_eoms_cd_net_errors_and_omissions_bop_current_us,explicit,vi,bar,"So sánh chỉ số net errors and omissions (bop, current us$) ở các quốc gia, biến thể 16.",
stress230_124,vinl2vis_24322,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,heldout8b_final,missing_filter_transform,wbexp_asean_bx_klt_dinv_cd_wd_foreign_direct_investment_net_inflows_bop_current_us,explicit,vi,bar,"So sánh chỉ số foreign direct investment, net inflows (bop, current us$) ở các quốc gia, biến thể 21.",
stress230_125,vinl2vis_23082,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,heldout8b_final,missing_filter_transform,wbexp_asean_bm_gsr_trvl_zs_travel_services_of_service_imports_bop,explicit,vi,bar,"So sánh chỉ số travel services (% of service imports, bop) ở các quốc gia, biến thể 21.",
stress230_126,vinl2vis_26184,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,balanced_final,missing_filter_transform,wbexp_asean_dt_dod_dstc_zs_short_term_debt_of_total_external_debt,underspecified,vi,bar,Xếp hạng các nước theo chỉ số short-term debt (% of total external debt).,
stress230_127,vinl2vis_24477,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,heldout4b_final,missing_filter_transform|missing_sort_transform,wbexp_asean_bx_trf_pwkr_cd_personal_transfers_receipts_bop_current_us,explicit,vi,bar,"So sánh chỉ số personal transfers, receipts (bop, current us$) ở các quốc gia, biến thể 16.",
stress230_128,vinl2vis_23957,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,heldout8b_final,missing_filter_transform,wbexp_asean_bx_gsr_fcty_cd_primary_income_receipts_bop_current_us,explicit,vi,bar,"So sánh chỉ số primary income receipts (bop, current us$) ở các quốc gia, biến thể 16.",
stress230_129,vinl2vis_00712,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,english_final,missing_filter_transform,wb_asean_exports_share_gdp,explicit,en,bar,Compare countries by asean exports share of gdp in 2024.,
stress230_130,vinl2vis_31584,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,heldout4b_final,missing_filter_transform,wbexp_asean_en_ghg_n2o_pi_mt_ce_ar5_nitrous_oxide_n2o_emissions_from_power_industr,underspecified,vi,bar,Xếp hạng các nước theo chỉ số nitrous oxide (n2o) emissions from power industry (energy) (mt co2e).,
stress230_131,vinl2vis_23197,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,heldout8b_final,missing_filter_transform,wbexp_asean_bm_trf_prvt_cd_secondary_income_other_sectors_payments_bop_current_us,explicit,vi,bar,"So sánh chỉ số secondary income, other sectors, payments (bop, current us$) ở các quốc gia, biến thể 16.",
stress230_132,vinl2vis_01822,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,matched_final,missing_filter_transform,wb_asean_literacy_rate_adult,explicit,vi,bar,So sánh tỷ lệ biết chữ người lớn các nước asean giữa các nước trong năm 2023.,
stress230_133,vinl2vis_00362,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,english_final,missing_filter_transform,wb_asean_age_dependency_ratio,explicit,en,bar,Compare countries by asean age dependency ratio in 2024.,
stress230_134,vinl2vis_25202,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,heldout8b_final,missing_filter_transform,wbexp_asean_dc_dac_dnkl_cd_net_bilateral_aid_flows_from_dac_donors_denmark_current,explicit,vi,bar,"So sánh chỉ số net bilateral aid flows from dac donors, denmark (current us$) ở các quốc gia, biến thể 21.",
stress230_135,vinl2vis_05362,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,heldout4b_final,missing_filter_transform|missing_sort_transform,wbexp_asean_ag_prd_crop_xd_crop_production_index_2014_2016_100,explicit,vi,bar,"So sánh chỉ số crop production index (2014-2016 = 100) ở các quốc gia, biến thể 21.",
stress230_136,vinl2vis_23464,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,balanced_final,missing_filter_transform,wbexp_asean_bn_gsr_mrch_cd_net_trade_in_goods_bop_current_us,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số net trade in goods (bop, current us$).",
stress230_137,vinl2vis_31304,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,heldout4b_final,missing_filter_transform,wbexp_asean_en_ghg_fgas_ip_mt_ce_ar5_f_gases_emissions_from_industrial_processes_m,underspecified,vi,bar,Xếp hạng các nước theo chỉ số f-gases emissions from industrial processes (mt co2e).,
stress230_138,vinl2vis_01272,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,english_final,missing_filter_transform,wb_asean_under5_mortality,explicit,en,bar,Compare countries by asean under-five mortality in 2024.,
stress230_139,vinl2vis_23282,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,heldout4b_final,missing_filter_transform|missing_sort_transform,wbexp_asean_bn_cab_xoka_cd_current_account_balance_bop_current_us,explicit,vi,bar,"So sánh chỉ số current account balance (bop, current us$) ở các quốc gia, biến thể 21.",
stress230_140,vinl2vis_23562,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,heldout4b_final,missing_filter_transform|missing_sort_transform,wbexp_asean_bn_klt_dinv_cd_foreign_direct_investment_net_bop_current_us,explicit,vi,bar,"So sánh chỉ số foreign direct investment, net (bop, current us$) ở các quốc gia, biến thể 21.",
stress230_141,vinl2vis_31464,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,heldout4b_final,missing_filter_transform,wbexp_asean_en_ghg_n2o_ic_mt_ce_ar5_nitrous_oxide_n2o_emissions_from_industrial_co,underspecified,vi,bar,Xếp hạng các nước theo chỉ số nitrous oxide (n2o) emissions from industrial combustion (energy) (mt co2e).,
stress230_142,vinl2vis_05504,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,balanced_final,missing_filter_transform,wbexp_asean_ag_yld_crel_kg_cereal_yield_kg_per_hectare,underspecified,vi,bar,Xếp hạng các nước theo chỉ số cereal yield (kg per hectare).,
stress230_143,vinl2vis_24237,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,heldout8b_final,missing_filter_transform,wbexp_asean_bx_gsr_tran_zs_transport_services_of_service_exports_bop,explicit,vi,bar,"So sánh chỉ số transport services (% of service exports, bop) ở các quốc gia, biến thể 16.",
stress230_144,vinl2vis_03442,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,matched_final,missing_filter_transform,wb_asean_market_capitalization_share_gdp,explicit,en,bar,Compare countries by asean market capitalization share of gdp in 2024.,
stress230_145,vinl2vis_24037,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,heldout8b_final,missing_filter_transform,wbexp_asean_bx_gsr_insf_zs_insurance_and_financial_services_of_service_exports_bop,explicit,vi,bar,"So sánh chỉ số insurance and financial services (% of service exports, bop) ở các quốc gia, biến thể 16.",
stress230_146,vinl2vis_01606,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,english_final,missing_filter_transform,wb_asean_primary_school_enrollment,explicit,en,tick_plot,Create a tick plot for asean primary school enrollment in 2025.,
